omc_id,sample_name,non_human_reads,total_reads,kraken_human_reads,collection_date,visit_number,biosample_type,biosample_site,biosample_side,biosample_alias,collection_medium_tube,tube_lot,added_medium,added_medium_lot,swab_type,swab_lot,extraction_kit,lysozyme_treatment,sample_volume,host_depletion,host_depletion_kit,nucleic_acid_concentration,sequencing_date,seq_plate_number,seq_batch_plate_location,seq_plate_location,sequencing_lane,individual_id,microbial_standard
jhu00295,033MA_Conj_R_1_S196,33172,76826,38,2024-11-13,1.0,Human Ocular Surface,Conj,Right,S196,OMR,BG001,,,BSS+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.5,2025-08-06,,,A1,L008,33.0,0
jhu00296,033MA_Conj_R_2_S197,34207456,36027326,4532,2024-11-20,2.0,Human Ocular Surface,Conj,Right,S197,OMR,BG001,,,BSS+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.3,2025-08-06,2.0,,A7,L008,33.0,0
jhu00297,033MA_Conj_R_3_S198,2028,3746,2,2024-12-04,3.0,Human Ocular Surface,Conj,Right,S198,OMR,BG001,,,BSS+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.8,2025-08-06,,,B1,L008,33.0,0
jhu00315,034AN_Conj_L_1_S216,3222336,53175570,20176,2024-11-20,1.0,Human Ocular Surface,Conj,Left,S216,OMR,BG001,,,BSS+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1,2025-08-06,2.0,,B11,L008,34.0,0
jhu00316,034AN_Conj_L_2_S217,3457710,50493734,17246,2024-12-04,2.0,Human Ocular Surface,Conj,Left,S217,OMR,BG001,,,BSS+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.3,2025-08-06,,,C5,L008,34.0,0
jhu00317,034AN_Conj_L_3_S218,4978906,59821682,20470,2024-12-18,3.0,Human Ocular Surface,Conj,Left,S218,OMR,BG001,,,BSS+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,0.8,2025-08-06,2.0,,C11,L008,34.0,0
jhu00318,034AN_Conj_R_1_S219,16363986,46628414,13752,2024-11-20,1.0,Human Ocular Surface,Conj,Right,S219,OMR,BG001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,0.7,2025-08-06,2.0,,B10,L008,34.0,0
jhu00319,034AN_Conj_R_2_S220,8776274,69377324,24746,2024-12-04,2.0,Human Ocular Surface,Conj,Right,S220,OMR,BG001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.5,2025-08-06,,,C4,L008,34.0,0
jhu00320,034AN_Conj_R_3_S221,12587976,32530674,9406,2024-12-18,3.0,Human Ocular Surface,Conj,Right,S221,OMR,BG001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1,2025-08-06,2.0,,C10,L008,34.0,0
jhu00335,035FS_Conj_L_1_S236,7066628,13389778,3322,2024-11-20,1.0,Human Ocular Surface,Conj,Left,S236,OMR,BG001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.8,2025-08-06,,,D8,L008,35.0,0
jhu00336,035FS_Conj_L_2_S237,11422888,26399408,7304,2024-12-04,2.0,Human Ocular Surface,Conj,Left,S237,OMR,BG001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.9,2025-08-06,,,E2,L008,35.0,0
jhu00337,035FS_Conj_L_3_S238,8364386,49849466,16326,2024-12-18,3.0,Human Ocular Surface,Conj,Left,S238,OMR,BG001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.4,2025-08-06,2.0,,E8,L008,35.0,0
jhu00338,035FS_Conj_R_1_S239,42354030,45498796,5644,2024-11-20,1.0,Human Ocular Surface,Conj,Right,S239,OMR,BG001,,,BSS+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.5,2025-08-06,,,D7,L008,35.0,0
jhu00339,035FS_Conj_R_2_S240,783924,55420296,18668,2024-12-04,2.0,Human Ocular Surface,Conj,Right,S240,OMR,BG001,,,BSS+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.7,2025-08-06,,,E1,L008,35.0,0
jhu00340,035FS_Conj_R_3_S241,6277694,29291876,10414,2024-12-18,3.0,Human Ocular Surface,Conj,Right,S241,OMR,BG001,,,BSS+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2,2025-08-06,2.0,,E7,L008,35.0,0
jhu00355,036VK_Conj_L_1_S256,15062220,34437640,9520,2024-12-04,1.0,Human Ocular Surface,Conj,Left,S256,OMR,BG001,,,BSS+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.7,2025-08-06,2.0,,F5,L008,36.0,0
jhu00356,036VK_Conj_L_2_S257,1156028,74927688,23664,2024-12-18,2.0,Human Ocular Surface,Conj,Left,S257,OMR,BG001,,,BSS+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.3,2025-08-06,,,F11,L008,36.0,0
jhu00357,036VK_Conj_L_3_S258,12296172,14061158,3088,2025-01-08,3.0,Human Ocular Surface,Conj,Left,S258,OMR,BG001,,,BSS+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.8,2025-08-06,,,G5,L008,36.0,0
jhu00358,036VK_Conj_R_1_S259,4255488,48483790,17284,2024-12-04,1.0,Human Ocular Surface,Conj,Right,S259,OMR,BG001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.2,2025-08-06,2.0,,F4,L008,36.0,0
jhu00359,036VK_Conj_R_2_S260,18717462,20045528,3550,2024-12-18,2.0,Human Ocular Surface,Conj,Right,S260,OMR,BG001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.9,2025-08-06,,,F10,L008,36.0,0
jhu00360,036VK_Conj_R_3_S261,3548282,63964472,21974,2025-01-08,3.0,Human Ocular Surface,Conj,Right,S261,OMR,BG001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.6,2025-08-06,,,G4,L008,36.0,0
jhu00376,038JM_Conj_L_1_S99,81262,15172398,7442,2024-12-04,1.0,Human Ocular Surface,Conj,Left,S99,OMR,BG001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.6,2025-08-06,,,A2,L007,38.0,0
jhu00377,038JM_Conj_L_2_S100,1407382,30929938,11596,2024-12-04,2.0,Human Ocular Surface,Conj,Left,S100,OMR,BG001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.4,2025-08-06,,,A4,L007,38.0,0
jhu00378,038JM_Conj_L_3_S101,90970,34464636,14968,2025-02-19,3.0,Human Ocular Surface,Conj,Left,S101,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.1,2025-08-06,,,A6,L007,38.0,0
jhu00379,038JM_Conj_R_2_S103,3065960,21863632,8016,2025-01-22,2.0,Human Ocular Surface,Conj,Right,S103,OMR,BG001,,,Tetra+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.1,2025-08-06,,,A3,L007,38.0,0
jhu00380,038JM_Conj_R_3_S104,97446,28255866,12384,2025-02-19,3.0,Human Ocular Surface,Conj,Right,S104,OMR,BI001,,,Tetra+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.1,2025-08-06,,,A5,L007,38.0,0
jhu00384,039WB_Conj_L_1_S108,38592,12121940,5602,2025-01-08,1.0,Human Ocular Surface,Conj,Left,S108,OMR,BI001,,,Tetra/ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.6,2025-08-06,,,A11,L007,39.0,0
jhu00385,039WB_Conj_L_2_S109,96700,30299220,11746,2025-01-22,2.0,Human Ocular Surface,Conj,Left,S109,OMR,BI001,,,Tetra/ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.5,2025-08-06,,,B1,L007,39.0,0
jhu00386,039WB_Conj_L_3_S110,410872,35378530,11238,2025-01-29,3.0,Human Ocular Surface,Conj,Left,S110,OMR,BI001,,,Tetra/ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.8,2025-08-06,,,B3,L007,39.0,0
jhu00387,039WB_Conj_R_1_S111,539688,27913104,10128,2025-01-08,1.0,Human Ocular Surface,Conj,Right,S111,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.6,2025-08-06,,,A10,L007,39.0,0
jhu00388,039WB_Conj_R_3_S113,83416,40723754,14918,2025-01-29,3.0,Human Ocular Surface,Conj,Right,S113,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.3,2025-08-06,,,B2,L007,39.0,0
jhu00390,040RR_Conj_L_1_S115,135856,20885474,9030,2025-01-08,1.0,Human Ocular Surface,Conj,Left,S115,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.3,2025-08-06,,,B5,L007,40.0,0
jhu00391,040RR_Conj_L_2_S116,741130,194925578,77732,2025-01-15,2.0,Human Ocular Surface,Conj,Left,S116,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,3.4,2025-08-06,,,B7,L007,40.0,0
jhu00392,040RR_Conj_L_3_S117,84960,40582094,17846,2025-01-29,3.0,Human Ocular Surface,Conj,Left,S117,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.7,2025-08-06,,,B9,L007,40.0,0
jhu00393,040RR_Conj_R_1_S118,59382,19112646,9398,2025-01-08,1.0,Human Ocular Surface,Conj,Right,S118,OMR,BI001,,,Tetra+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.6,2025-08-06,,,B4,L007,40.0,0
jhu00394,040RR_Conj_R_2_S119,4409046,20123386,7812,2025-01-15,2.0,Human Ocular Surface,Conj,Right,S119,OMR,BI001,,,Tetra+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.9,2025-08-06,,,B6,L007,40.0,0
jhu00395,040RR_Conj_R_3_S120,57398,18145306,7926,2025-01-29,3.0,Human Ocular Surface,Conj,Right,S120,OMR,BI001,,,Tetra+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.3,2025-08-06,,,B8,L007,40.0,0
jhu00396,041SB_Conj_L_1_S121,141966,52180948,22796,2025-01-15,1.0,Human Ocular Surface,Conj,Left,S121,OMR,BI001,,,Tetra/ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.5,2025-08-06,,,B11,L007,41.0,0
jhu00397,041SB_Conj_L_2_S122,65438,6632970,3558,2025-01-15,2.0,Human Ocular Surface,Conj,Left,S122,OMR,BI001,,,Tetra/ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.4,2025-08-06,,,C1,L007,41.0,0
jhu00398,041SB_Conj_L_3_S123,200306,85562290,37166,2025-01-22,3.0,Human Ocular Surface,Conj,Left,S123,OMR,BI001,,,Tetra/ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.9,2025-08-06,,,C3,L007,41.0,0
jhu00399,041SB_Conj_R_1_S124,148190,54830150,24828,2025-01-15,1.0,Human Ocular Surface,Conj,Right,S124,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.3,2025-08-06,,,B10,L007,41.0,0
jhu00400,041SB_Conj_R_2_S125,2802,759762,272,2025-01-22,2.0,Human Ocular Surface,Conj,Right,S125,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.9,2025-08-06,,,B12,L007,41.0,0
jhu00401,041SB_Conj_R_3_S126,186542,74744616,38612,2025-01-29,3.0,Human Ocular Surface,Conj,Right,S126,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.1,2025-08-06,,,C2,L007,41.0,0
jhu00405,043SA_Conj_L_1_S130,839948,30110462,11342,2025-01-15,1.0,Human Ocular Surface,Conj,Left,S130,OMR,BI001,,,Tetra/ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.5,2025-08-06,,,C9,L007,43.0,0
jhu00406,043SA_Conj_L_2_S131,4724710,22283980,8198,2025-01-22,2.0,Human Ocular Surface,Conj,Left,S131,OMR,BI001,,,Tetra/ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.2,2025-08-06,,,D3,L007,43.0,0
jhu00407,043SA_Conj_L_3_S132,10946428,16170122,2750,2025-02-05,3.0,Human Ocular Surface,Conj,Left,S132,OMR,BI001,,,Tetra/ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.6,2025-08-06,,,D9,L007,43.0,0
jhu00408,043SA_Conj_R_1_S133,187404,15797680,9294,2025-01-15,1.0,Human Ocular Surface,Conj,Right,S133,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.8,2025-08-06,,,C8,L007,43.0,0
jhu00409,043SA_Conj_R_2_S134,1490330,29742090,39604,2025-01-22,2.0,Human Ocular Surface,Conj,Right,S134,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.9,2025-08-06,,,D2,L007,43.0,0
jhu00410,043SA_Conj_R_3_S135,54038,25179690,9552,2025-02-05,3.0,Human Ocular Surface,Conj,Right,S135,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.2,2025-08-06,,,D8,L007,43.0,0
jhu00426,044PB_Conj_L_1_S151,45916,19981034,8922,2025-01-22,1.0,Human Ocular Surface,Conj,Left,S151,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.3,2025-08-06,,,E6,L007,44.0,0
jhu00427,044PB_Conj_L_2_S152,129384,18225392,8220,2025-02-19,2.0,Human Ocular Surface,Conj,Left,S152,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.9,2025-08-06,,,E12,L007,44.0,0
jhu00428,044PB_Conj_L_3_S153,95752,12230172,6738,2025-02-26,3.0,Human Ocular Surface,Conj,Left,S153,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.2,2025-08-06,,,F6,L007,44.0,0
jhu00429,044PB_Conj_R_1_S154,59336,31253846,11904,2025-01-22,1.0,Human Ocular Surface,Conj,Right,S154,OMR,BI001,,,Tetra+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,0.9,2025-08-06,,,E5,L007,44.0,0
jhu00430,044PB_Conj_R_2_S155,11935292,16031066,8006,2025-02-19,2.0,Human Ocular Surface,Conj,Right,S155,OMR,BI001,,,Tetra+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.2,2025-08-06,,,E11,L007,44.0,0
jhu00431,044PB_Conj_R_3_S156,166348,12858186,6380,2025-02-26,3.0,Human Ocular Surface,Conj,Right,S156,OMR,BI001,,,Tetra+ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.7,2025-08-06,,,F5,L007,44.0,0
jhu00447,045TA_Conj_L_1_S172,298020,61434976,25804,2025-01-29,1.0,Human Ocular Surface,Conj,Left,S172,OMR,BI001,,,Tetra/ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.1,2025-08-06,,,G3,L007,45.0,0
jhu00448,045TA_Conj_L_2_S173,168044,37947424,16052,2025-02-05,2.0,Human Ocular Surface,Conj,Left,S173,OMR,BI001,,,Tetra/ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.7,2025-08-06,,,G9,L007,45.0,0
jhu00449,045TA_Conj_L_3_S174,113988,48925882,21214,2025-02-19,3.0,Human Ocular Surface,Conj,Left,S174,OMR,BI001,,,Tetra/ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.8,2025-08-06,,,H3,L007,45.0,0
jhu00450,045TA_Conj_R_1_S175,45296,19086490,17644,2025-01-29,1.0,Human Ocular Surface,Conj,Right,S175,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,2.2,2025-08-06,,,G2,L007,45.0,0
jhu00451,045TA_Conj_R_2_S176,97116,32187372,12904,2025-02-05,2.0,Human Ocular Surface,Conj,Right,S176,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.9,2025-08-06,,,G8,L007,45.0,0
jhu00452,045TA_Conj_R_3_S177,70200,30574320,11700,2025-02-19,3.0,Human Ocular Surface,Conj,Right,S177,OMR,BI001,,,ISOHELIX-mini,,Zymo Mini Prep Kit,,,,,1.8,2025-08-06,,,H2,L007,45.0,0
jhu00470,022UJ_Conj_R_2_6_S181,246242,25269538,12604,2024-10-02,,Human Ocular Surface,Conj,Right,S181,,BD801,,,,,Zymo Miniprep Kit,,50 ul,,,1 ng/ul,,1,S1304-SC2 A01,,,,False
jhu00471,022UJ_Conj_R_3_5_S5,72418,23834636,10540,2024-10-16,,Human Ocular Surface,Conj,Right,S5,,BG001,,,,,Zymo Miniprep Kit,,50 ul,,,2.2 ng/ul,,1,S1304-SC2 A7,,,,False
jhu00472,022UJ_Conj_R_7_S198,220498,6050384,3868,2024-10-02,,Human Ocular Surface,Conj,Right,S198,,BD801,,,,,Zymo Miniprep Kit,,50 ul,,,1 ng/ul,,1,S1304-SC2 A1,,,,False
jhu00482,023CB_Conj_L_2_5_S52,59532,22154488,10280,2024-10-09,,Human Ocular Surface,Conj,Left,S52,,BG001,,,,,Zymo Miniprep Kit,,50 ul,,,1 ng/ul,,1,S1304-SC2 B1,,,,False
jhu00483,023CB_Conj_L_3_7_S254,290956,22049072,8504,2024-10-16,,Human Ocular Surface,Conj,Left,S254,,BG001,,,,,Zymo Miniprep Kit,,50 ul,,,1.9 ng/ul,,1,S1304-SC2 B5,,,,False
jhu00484,023CB_Conj_L_7_S245,132128,25897882,8706,2024-10-02,,Human Ocular Surface,Conj,Left,S245,,BB001,,,,,Zymo Miniprep Kit,,50 ul,,,1.2 ng/ul,,1,S1304-SC2 A10,,,,False
jhu00493,028IS_Conj_L_1_8_S354,209582,30565460,9660,2024-10-30,,Human Ocular Surface,Conj,Left,S354,,BG001,,,,,Zymo Miniprep Kit,,50 ul,,,2.3 ng/ul,,1,S1304-SC2 B12,,,,False
jhu00494,028IS_Conj_L_2_7_S240,671600,48686026,17168,2024-11-06,,Human Ocular Surface,Conj,Left,S240,,BG001,,,,,Zymo Miniprep Kit,,50 ul,,,2.1 ng/ul,,1,S1304-SC2 C3,,,,False
jhu00495,028IS_Conj_L_3_5_S41,75290,18041912,7528,2024-11-13,,Human Ocular Surface,Conj,Left,S41,,BG001,,,,,Zymo Miniprep Kit,,50 ul,,,2.7 ng/ul,,1,S1304-SC2 C6,,,,False
jhu00503,029SH_Conj_R_1_6_S122,131382,35437444,15322,2024-11-06,,Human Ocular Surface,Conj,Right,S122,,BG001,,,,,Zymo Miniprep Kit,,50 ul,,,3 ng/ul,,1,S1304-SC2 C9,,,,False
jhu00504,029SH_Conj_R_2_8_S369,402276,10942686,3684,2024-11-13,,Human Ocular Surface,Conj,Right,S369,,BG001,,,,,Zymo Miniprep Kit,,50 ul,,,2.9 ng/ul,,1,S1304-SC2 C12,,,,False
jhu00505,029SH_Conj_R_3_6_S102,121340,33092654,15502,2024-11-20,,Human Ocular Surface,Conj,Right,S102,,BG001,,,,,Zymo Miniprep Kit,,50 ul,,,3 ng/ul,,1,S1304-SC2 D3,,,,False
jhu00515,037SA_Conj_L_2_6_S144,147818,21441190,10382,2025-01-22,,Human Ocular Surface,Conj,Left,S144,,BG001,,,,,Zymo Miniprep Kit,,50 ul,,,3.3 ng/ul,,1,S1304-SC2 E1,,,,False
jhu00516,037SA_Conj_L_3_5_S75,68440,19933816,10194,2025-01-29,,Human Ocular Surface,Conj,Left,S75,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,5 ng/ul,,1,S1304-SC2 E4,,,,False
jhu00517,037SA_Conj_L_8_S348,180268,16852078,5860,2024-12-04,,Human Ocular Surface,Conj,Left,S348,,BG001,,,,,Zymo Miniprep Kit,,50 ul,,,1.9 ng/ul,,1,S1304-SC2 D10,,,,False
jhu00559,042RA_Conj_L_2_6_S147,107916,37725546,12810,2025-02-19,,Human Ocular Surface,Conj,Left,S147,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.1 ng/ul,,1,S1304-SC2 F8,,,,False
jhu00560,042RA_Conj_L_3_5_S48,28962,13758606,5272,2025-02-26,,Human Ocular Surface,Conj,Left,S48,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,0.9 ng/ul,,1,S1304-SC2 F11,,,,False
jhu00561,042RA_Conj_L_6_S165,110540,20498686,7382,2025-01-15,,Human Ocular Surface,Conj,Left,S165,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.5 ng/ul,,1,S1304-SC2 F5,,,,False
jhu00571,046HA_Conj_L_2_7_S226,377980,58562740,20658,2025-02-12,,Human Ocular Surface,Conj,Left,S226,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.7 ng/ul,,2,S1304-SC3 A4,,,,False
jhu00572,046HA_Conj_L_3_5_S19,78956,20088700,7710,2025-02-19,,Human Ocular Surface,Conj,Left,S19,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,3.4 ng/ul,,2,S1304-SC3 A7,,,,False
jhu00573,046HA_Conj_L_6_S129,456216,50634300,18786,2025-01-22,,Human Ocular Surface,Conj,Left,S129,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.6 ng/ul,,2,S1304-SC3 A1,,,,False
jhu00583,047MI_Conj_R_2_5_S60,70386,25589580,10678,2025-02-05,,Human Ocular Surface,Conj,Right,S60,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,3.5 ng/ul,,2,S1304-SC3 C2,,,,False
jhu00584,047MI_Conj_R_3_5_S66,66026,30257388,13004,2025-03-26,,Human Ocular Surface,Conj,Right,S66,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.3 ng/ul,,2,S1304-SC3 C5,,,,False
jhu00585,047MI_Conj_R_5_S59,55148,33296652,13068,2025-01-29,,Human Ocular Surface,Conj,Right,S59,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.9 ng/ul,,2,S1304-SC3 B10,,,,False
jhu00595,048MA_Conj_L_2_5_S85,50510,26139612,11152,2025-02-12,,Human Ocular Surface,Conj,Left,S85,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.4 ng/ul,,2,S1304-SC3 D10,,,,False
jhu00596,048MA_Conj_L_3_8_S284,3034130,161182076,71008,2025-02-19,,Human Ocular Surface,Conj,Left,S284,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2 ng/ul,,2,S1304-SC3 E1,,,,False
jhu00597,048MA_Conj_L_8_S366,505800,89619504,30424,2025-01-29,,Human Ocular Surface,Conj,Left,S366,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1 ng/ul,,2,S1304-SC3 D7,,,,False
jhu00607,052JB_Conj_L_8_S339,290236,19932142,6552,2025-02-11,,Human Ocular Surface,Conj,Left,S339,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,0.5 ng/ul,,2,S1304-SC3 F6,,,,False
jhu00611,053GD_Conj_R_2_5_S67,48014,23852592,11830,2025-02-19,,Human Ocular Surface,Conj,Right,S67,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.1 ng/ul,,2,S1304-SC3 E7,,,,False
jhu00612,053GD_Conj_R_3_5_S51,38610,24207986,10156,2025-03-05,,Human Ocular Surface,Conj,Right,S51,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,4.6 ng/ul,,2,S1304-SC3 E10,,,,False
jhu00613,053GD_Conj_R_6_S120,87748,22222322,8188,2025-02-12,,Human Ocular Surface,Conj,Right,S120,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.3 ng/ul,,2,S1304-SC3 E4,,,,False
jhu00621,054SK_Conj_L_5_S14,59620,21467952,10984,2025-02-18,,Human Ocular Surface,Conj,Left,S14,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.8 ng/ul,,1,S1304-SC2 H3,,,,False
jhu00625,055JS_Conj_R_8_S332,1330114,73679304,25754,2025-02-18,,Human Ocular Surface,Conj,Right,S332,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.8 ng/ul,,1,S1304-SC2 H6,,,,False
jhu00628,056XC_Conj_L_2_6_S123,116660,32280076,12142,2025-02-26,,Human Ocular Surface,Conj,Left,S123,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.5 ng/ul,,2,S1304-SC3 G1,,,,False
jhu00629,056XC_Conj_L_3_6_S94,191760,25389408,9458,2025-03-05,,Human Ocular Surface,Conj,Left,S94,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.6 ng/ul,,2,S1304-SC3 G4,,,,False
jhu00630,056XC_Conj_L_7_S213,166158,46782882,16864,2025-02-19,,Human Ocular Surface,Conj,Left,S213,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.5 ng/ul,,2,S1304-SC3 F10,,,,False
jhu00640,057YH_Conj_R_2_7_S212,128908,29220058,10408,2025-02-26,,Human Ocular Surface,Conj,Right,S212,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.3 ng/ul,,2,S1304-SC3 G10,,,,False
jhu00641,057YH_Conj_R_3_6_S139,192186,20572286,7934,2025-03-05,,Human Ocular Surface,Conj,Right,S139,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.3 ng/ul,,2,S1304-SC3 H1,,,,False
jhu00642,057YH_Conj_R_5_S29,41866,29528210,12076,2025-02-19,,Human Ocular Surface,Conj,Right,S29,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.7 ng/ul,,2,S1304-SC3 G7,,,,False
jhu00649,059OA_Conj_R_2_6_S132,133946,22537740,8236,2025-03-05,,Human Ocular Surface,Conj,Right,S132,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.1 ng/ul,,3,A04 A4,,,,False
jhu00650,059OA_Conj_R_3_6_S104,120038,12564518,4180,2025-03-26,,Human Ocular Surface,Conj,Right,S104,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.4 ng/ul,,3,A07 A7,,,,False
jhu00651,059OA_Conj_R_6_S112,51666,9484688,4326,2025-02-26,,Human Ocular Surface,Conj,Right,S112,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.6 ng/ul,,3,A01 A1,,,,False
jhu00661,060RO_Conj_L_2_5_S17,26676,2430732,1200,2025-03-26,,Human Ocular Surface,Conj,Left,S17,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,0.9 ng/ul,,3,B01 B1,,,,False
jhu00662,060RO_Conj_L_3_7_S244,163570,21407824,7160,2025-04-02,,Human Ocular Surface,Conj,Left,S244,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,0.5 ng/ul,,3,B04 B4,,,,False
jhu00663,060RO_Conj_L_6_S110,58250,15852454,5984,2025-03-05,,Human Ocular Surface,Conj,Left,S110,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.4 ng/ul,,3,A10 A10,,,,False
jhu00671,061EZ_Conj_R_2_6_S153,151586,29239268,10392,2025-03-26,,Human Ocular Surface,Conj,Right,S153,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.6 ng/ul,,3,C02 C2,,,,False
jhu00672,061EZ_Conj_R_3_6_S149,100880,13886450,4788,2025-04-02,,Human Ocular Surface,Conj,Right,S149,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,2.1 ng/ul,,3,C06 C6,,,,False
jhu00673,061EZ_Conj_R_6_S121,120296,21815658,8276,2025-03-05,,Human Ocular Surface,Conj,Right,S121,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.7 ng/ul,,3,B11 B11,,,,False
jhu00683,062GS_Conj_L_2_5_S45,59224,32517016,13234,2025-04-23,,Human Ocular Surface,Conj,Left,S45,,BI001,,,,,Zymo Miniprep Kit,,50 ul,,,1.9 ng/ul,,3,E02 E2,,,,False
